NAME,TEAM,OVERALLATTRIBUTE,CLOSESHOT,MIDRANGESHOT,THREEPOINTSHOT,FREETHROW,SHOTIQ,OFFENSIVECONSISTENCY,LAYUP,STANDINGDUNK,DRIVINGDUNK,POSTHOOK,POSTFADE,POSTCONTROL,DRAWFOUL,HANDS,INTERIORDEFENSE,PERIMETERDEFENSE,STEAL,BLOCK,LATERALQUICKNESS,HELPDEFENSEIQ,PASSPERCEPTION,DEFENSIVECONSISTENCY,SPEED,ACCELERATION,STRENGTH,VERTICAL,STAMINA,HUSTLE,OVERALLDURABILITY,PASSACCURACY,BALLHANDLE,SPEEDWITHBALL,PASSIQ,PASSVISION,OFFENSIVEREBOUND,DEFENSIVEREBOUND
John Butler,Portland Trail Blazers,67,69.0,62.0,70.0,44.0,65.0,40.0,54.0,70.0,70.0,50.0,50.0,50.0,30.0,75.0,62.0,37.0,28.0,70.0,47.0,60.0,40.0,40.0,47.0,47.0,68.0,75.0,80.0,90.0,80.0,44.0,45.0,37.0,52.0,30.0,60.0,64.0
Ibou Badji,Portland Trail Blazers,67,60.0,37.0,37.0,68.0,55.0,30.0,55.0,80.0,75.0,59.0,40.0,55.0,30.0,75.0,70.0,37.0,41.0,79.0,51.0,71.0,54.0,55.0,66.0,66.0,70.0,81.0,85.0,80.0,84.0,58.0,37.0,32.0,55.0,30.0,67.0,65.0
De’Aaron Fox,Sacramento Kings,88,98.0,89.0,77.0,77.0,98.0,98.0,94.0,25.0,80.0,25.0,30.0,27.0,94.0,90.0,34.0,79.0,49.0,45.0,85.0,77.0,77.0,70.0,97.0,97.0,46.0,84.0,96.0,90.0,80.0,85.0,88.0,97.0,88.0,85.0,34.0,56.0
Domantas Sabonis,Sacramento Kings,87,97.0,88.0,80.0,77.0,95.0,95.0,88.0,70.0,75.0,88.0,87.0,88.0,82.0,95.0,70.0,49.0,38.0,52.0,49.0,69.0,45.0,60.0,48.0,44.0,82.0,54.0,92.0,95.0,86.0,82.0,60.0,43.0,80.0,74.0,73.0,92.0
Keegan Murray,Sacramento Kings,80,77.0,72.0,84.0,78.0,85.0,85.0,77.0,60.0,80.0,69.0,69.0,69.0,65.0,80.0,68.0,69.0,41.0,56.0,75.0,64.0,68.0,65.0,76.0,76.0,60.0,79.0,85.0,86.0,80.0,65.0,70.0,73.0,66.0,30.0,46.0,63.0
Kevin Huerter,Sacramento Kings,80,94.0,82.0,87.0,71.0,98.0,90.0,84.0,30.0,65.0,25.0,58.0,35.0,70.0,90.0,44.0,64.0,49.0,45.0,72.0,63.0,64.0,60.0,84.0,78.0,50.0,75.0,85.0,85.0,83.0,74.0,79.0,72.0,76.0,53.0,36.0,50.0
Malik Monk,Sacramento Kings,80,85.0,79.0,81.0,88.0,95.0,95.0,82.0,40.0,80.0,25.0,62.0,45.0,74.0,95.0,45.0,68.0,41.0,50.0,73.0,69.0,68.0,45.0,80.0,81.0,48.0,88.0,88.0,72.0,80.0,75.0,79.0,76.0,78.0,72.0,36.0,52.0
Harrison Barnes,Sacramento Kings,79,82.0,79.0,81.0,85.0,80.0,85.0,84.0,55.0,80.0,48.0,65.0,83.0,45.0,88.0,67.0,75.0,37.0,35.0,75.0,65.0,65.0,60.0,77.0,72.0,70.0,95.0,92.0,75.0,82.0,72.0,78.0,73.0,75.0,32.0,41.0,57.0
Trey Lyles,Sacramento Kings,77,82.0,75.0,80.0,80.0,95.0,75.0,77.0,70.0,65.0,72.0,74.0,74.0,69.0,80.0,68.0,36.0,37.0,62.0,52.0,64.0,62.0,40.0,54.0,55.0,69.0,65.0,81.0,80.0,84.0,55.0,58.0,41.0,68.0,34.0,56.0,77.0
Terence Davis,Sacramento Kings,76,79.0,74.0,81.0,84.0,85.0,75.0,79.0,40.0,75.0,32.0,49.0,38.0,40.0,95.0,54.0,74.0,80.0,53.0,80.0,70.0,74.0,60.0,73.0,70.0,44.0,76.0,90.0,89.0,80.0,77.0,79.0,68.0,79.0,43.0,38.0,67.0
JaVale McGee,Sacramento Kings,76,82.0,64.0,55.0,67.0,45.0,40.0,64.0,95.0,85.0,78.0,58.0,64.0,65.0,37.0,79.0,47.0,33.0,89.0,53.0,84.0,67.0,65.0,65.0,47.0,75.0,69.0,72.0,75.0,80.0,25.0,35.0,26.0,48.0,31.0,77.0,87.0
Chris Duarte,Sacramento Kings,75,82.0,65.0,75.0,85.0,95.0,85.0,79.0,40.0,70.0,44.0,46.0,46.0,69.0,95.0,50.0,69.0,41.0,47.0,68.0,68.0,69.0,65.0,65.0,65.0,59.0,63.0,92.0,92.0,80.0,77.0,75.0,60.0,78.0,39.0,36.0,54.0
Nerlens Noel,Sacramento Kings,75,89.0,64.0,30.0,71.0,40.0,25.0,68.0,90.0,75.0,65.0,60.0,60.0,47.0,79.0,84.0,45.0,83.0,78.0,62.0,85.0,89.0,80.0,66.0,63.0,65.0,74.0,84.0,94.0,76.0,32.0,46.0,27.0,60.0,32.0,67.0,75.0
Davion Mitchell,Sacramento Kings,75,95.0,80.0,76.0,79.0,70.0,40.0,74.0,25.0,40.0,30.0,30.0,30.0,44.0,95.0,44.0,84.0,41.0,47.0,87.0,85.0,85.0,85.0,82.0,82.0,60.0,70.0,90.0,95.0,80.0,82.0,86.0,82.0,83.0,61.0,31.0,42.0
P.J. Dozier,Sacramento Kings,74,70.0,70.0,74.0,64.0,85.0,50.0,75.0,50.0,75.0,44.0,41.0,39.0,42.0,78.0,48.0,74.0,63.0,55.0,76.0,65.0,60.0,50.0,83.0,83.0,40.0,85.0,80.0,70.0,81.0,68.0,76.0,77.0,69.0,47.0,44.0,60.0
Alex Len,Sacramento Kings,74,88.0,61.0,70.0,66.0,95.0,65.0,74.0,80.0,65.0,74.0,48.0,76.0,59.0,64.0,74.0,44.0,37.0,74.0,50.0,78.0,62.0,50.0,43.0,44.0,75.0,60.0,80.0,92.0,78.0,31.0,32.0,25.0,45.0,41.0,67.0,74.0
Kessler Edwards,Sacramento Kings,71,64.0,72.0,79.0,80.0,70.0,75.0,68.0,60.0,65.0,50.0,50.0,50.0,45.0,80.0,59.0,75.0,37.0,42.0,74.0,74.0,75.0,75.0,72.0,72.0,77.0,70.0,80.0,75.0,80.0,50.0,64.0,59.0,64.0,30.0,50.0,52.0
Neemias Queta,Sacramento Kings,70,75.0,62.0,50.0,71.0,60.0,45.0,61.0,70.0,65.0,62.0,60.0,62.0,40.0,85.0,70.0,45.0,30.0,87.0,48.0,70.0,48.0,55.0,59.0,59.0,76.0,65.0,80.0,80.0,80.0,52.0,38.0,30.0,62.0,33.0,83.0,65.0
Keon Ellis,Sacramento Kings,68,70.0,70.0,74.0,84.0,50.0,35.0,73.0,25.0,65.0,27.0,40.0,38.0,54.0,78.0,29.0,60.0,60.0,53.0,70.0,50.0,68.0,40.0,81.0,80.0,39.0,79.0,85.0,70.0,80.0,64.0,74.0,77.0,65.0,47.0,37.0,53.0
Victor Wembanyama,San Antonio Spurs,84,84.0,81.0,72.0,82.0,90.0,67.0,77.0,80.0,75.0,79.0,79.0,79.0,56.0,98.0,84.0,47.0,54.0,90.0,44.0,87.0,78.0,85.0,66.0,66.0,57.0,69.0,94.0,80.0,88.0,68.0,70.0,64.0,68.0,51.0,71.0,82.0
Devin Vassell,San Antonio Spurs,81,71.0,93.0,83.0,79.0,95.0,95.0,79.0,40.0,60.0,51.0,65.0,65.0,70.0,95.0,62.0,82.0,49.0,51.0,80.0,81.0,85.0,75.0,72.0,72.0,60.0,77.0,89.0,85.0,82.0,76.0,82.0,65.0,79.0,65.0,29.0,59.0
Keldon Johnson,San Antonio Spurs,80,86.0,76.0,80.0,75.0,98.0,98.0,87.0,65.0,75.0,59.0,62.0,62.0,84.0,95.0,67.0,76.0,38.0,37.0,75.0,69.0,64.0,65.0,76.0,78.0,70.0,71.0,90.0,95.0,80.0,74.0,79.0,73.0,74.0,51.0,38.0,62.0
Jeremy Sochan,San Antonio Spurs,78,82.0,72.0,70.0,70.0,90.0,90.0,80.0,60.0,80.0,48.0,52.0,53.0,69.0,70.0,65.0,74.0,42.0,52.0,74.0,69.0,68.0,65.0,70.0,70.0,60.0,74.0,80.0,80.0,80.0,68.0,67.0,65.0,74.0,52.0,60.0,65.0
Tre Jones,San Antonio Spurs,78,81.0,92.0,70.0,88.0,75.0,85.0,78.0,25.0,35.0,32.0,34.0,30.0,74.0,80.0,34.0,75.0,63.0,35.0,79.0,70.0,76.0,65.0,80.0,80.0,60.0,71.0,85.0,75.0,81.0,85.0,84.0,80.0,85.0,74.0,38.0,51.0
Zach Collins,San Antonio Spurs,78,95.0,82.0,82.0,78.0,90.0,90.0,70.0,70.0,65.0,72.0,70.0,70.0,50.0,75.0,68.0,45.0,40.0,66.0,57.0,70.0,65.0,50.0,66.0,65.0,60.0,79.0,78.0,80.0,80.0,30.0,40.0,38.0,30.0,66.0,66.0,82.0
Devonte’ Graham,San Antonio Spurs,76,64.0,77.0,81.0,77.0,98.0,90.0,80.0,25.0,60.0,30.0,32.0,36.0,66.0,95.0,30.0,70.0,46.0,51.0,76.0,65.0,68.0,55.0,82.0,82.0,34.0,79.0,95.0,85.0,83.0,82.0,86.0,82.0,83.0,70.0,33.0,46.0
Cameron Payne,San Antonio Spurs,76,78.0,89.0,80.0,75.0,80.0,90.0,83.0,25.0,25.0,25.0,36.0,31.0,75.0,72.0,31.0,60.0,53.0,40.0,70.0,51.0,52.0,40.0,75.0,75.0,39.0,72.0,82.0,75.0,84.0,75.0,86.0,75.0,79.0,77.0,33.0,51.0
Reggie Bullock,San Antonio Spurs,76,87.0,81.0,82.0,70.0,95.0,90.0,71.0,40.0,50.0,30.0,51.0,42.0,50.0,66.0,50.0,80.0,38.0,37.0,80.0,74.0,72.0,75.0,63.0,67.0,50.0,72.0,80.0,70.0,80.0,75.0,71.0,56.0,72.0,32.0,33.0,56.0
Malaki Branham,San Antonio Spurs,76,97.0,88.0,74.0,82.0,80.0,85.0,74.0,60.0,75.0,47.0,44.0,49.0,62.0,95.0,45.0,63.0,38.0,37.0,77.0,54.0,52.0,45.0,82.0,82.0,55.0,75.0,86.0,70.0,80.0,59.0,69.0,74.0,59.0,45.0,35.0,51.0
Charles Bassey,San Antonio Spurs,75,78.0,69.0,62.0,76.0,50.0,35.0,70.0,75.0,75.0,50.0,50.0,50.0,40.0,70.0,69.0,57.0,40.0,88.0,64.0,68.0,50.0,60.0,77.0,77.0,69.0,82.0,80.0,95.0,80.0,35.0,42.0,54.0,48.0,43.0,87.0,90.0
Cedi Osman,San Antonio Spurs,75,82.0,74.0,80.0,69.0,70.0,70.0,86.0,46.0,61.0,38.0,58.0,51.0,52.0,75.0,65.0,76.0,40.0,37.0,76.0,70.0,65.0,65.0,71.0,70.0,59.0,70.0,85.0,80.0,75.0,75.0,75.0,69.0,70.0,41.0,34.0,52.0
Khem Birch,San Antonio Spurs,74,89.0,68.0,55.0,73.0,75.0,60.0,69.0,85.0,70.0,61.0,60.0,60.0,64.0,85.0,77.0,48.0,43.0,71.0,57.0,79.0,60.0,65.0,71.0,67.0,73.0,78.0,82.0,90.0,83.0,25.0,32.0,34.0,40.0,31.0,51.0,57.0
Sandro Mamukelashvili,San Antonio Spurs,73,65.0,69.0,71.0,66.0,60.0,45.0,69.0,65.0,65.0,62.0,60.0,63.0,54.0,85.0,65.0,50.0,35.0,58.0,49.0,68.0,52.0,45.0,59.0,59.0,73.0,69.0,85.0,85.0,80.0,62.0,59.0,49.0,69.0,40.0,77.0,78.0
Romeo Langford,San Antonio Spurs,73,85.0,72.0,70.0,68.0,85.0,70.0,73.0,35.0,65.0,35.0,58.0,37.0,44.0,80.0,42.0,65.0,40.0,56.0,76.0,69.0,50.0,35.0,81.0,81.0,42.0,81.0,92.0,75.0,80.0,70.0,79.0,78.0,69.0,35.0,62.0,42.0
Gorgui Dieng,San Antonio Spurs,73,85.0,66.0,72.0,87.0,65.0,50.0,59.0,70.0,64.0,76.0,55.0,72.0,70.0,70.0,69.0,43.0,30.0,75.0,52.0,80.0,59.0,65.0,43.0,46.0,73.0,70.0,91.0,83.0,83.0,31.0,35.0,31.0,62.0,68.0,65.0,81.0
Doug McDermott,San Antonio Spurs,73,85.0,51.0,86.0,71.0,70.0,80.0,79.0,50.0,65.0,60.0,66.0,62.0,60.0,75.0,52.0,58.0,31.0,35.0,60.0,63.0,50.0,40.0,59.0,53.0,60.0,67.0,81.0,67.0,83.0,65.0,67.0,47.0,65.0,40.0,33.0,51.0
Blake Wesley,San Antonio Spurs,73,72.0,70.0,83.0,66.0,70.0,60.0,74.0,40.0,86.0,54.0,57.0,50.0,59.0,80.0,49.0,71.0,43.0,45.0,74.0,60.0,63.0,50.0,78.0,78.0,40.0,84.0,92.0,75.0,80.0,69.0,83.0,77.0,68.0,63.0,36.0,53.0
Dominick Barlow,San Antonio Spurs,68,69.0,68.0,70.0,70.0,40.0,40.0,65.0,60.0,75.0,52.0,50.0,52.0,35.0,75.0,50.0,47.0,40.0,68.0,57.0,57.0,49.0,40.0,68.0,68.0,62.0,75.0,80.0,85.0,80.0,51.0,69.0,64.0,52.0,32.0,76.0,72.0
Julian Champagnie,San Antonio Spurs,68,69.0,74.0,75.0,78.0,45.0,40.0,74.0,40.0,60.0,43.0,44.0,52.0,41.0,73.0,45.0,67.0,62.0,40.0,68.0,55.0,66.0,40.0,69.0,69.0,37.0,67.0,85.0,75.0,80.0,66.0,68.0,65.0,64.0,47.0,44.0,54.0
Pascal Siakam,Toronto Raptors,86,91.0,80.0,77.0,76.0,90.0,98.0,84.0,85.0,80.0,88.0,88.0,88.0,89.0,95.0,86.0,79.0,38.0,52.0,78.0,86.0,82.0,80.0,76.0,78.0,70.0,79.0,95.0,80.0,82.0,72.0,79.0,69.0,79.0,72.0,51.0,74.0
Scottie Barnes,Toronto Raptors,83,85.0,74.0,72.0,77.0,98.0,85.0,86.0,80.0,80.0,60.0,62.0,62.0,79.0,95.0,75.0,75.0,42.0,62.0,77.0,75.0,76.0,75.0,82.0,82.0,74.0,92.0,88.0,90.0,80.0,77.0,79.0,77.0,80.0,69.0,61.0,65.0
OG Anunoby,Toronto Raptors,82,73.0,80.0,82.0,84.0,85.0,70.0,72.0,60.0,85.0,38.0,37.0,36.0,70.0,80.0,76.0,87.0,83.0,60.0,87.0,85.0,84.0,85.0,81.0,83.0,68.0,85.0,85.0,85.0,81.0,58.0,72.0,71.0,52.0,34.0,46.0,56.0
Jakob Poeltl,Toronto Raptors,81,97.0,59.0,45.0,61.0,80.0,80.0,63.0,75.0,60.0,77.0,60.0,75.0,69.0,85.0,81.0,45.0,49.0,80.0,34.0,79.0,67.0,80.0,51.0,37.0,79.0,57.0,80.0,90.0,80.0,69.0,38.0,31.0,62.0,63.0,85.0,89.0
Gary Trent Jr.,Toronto Raptors,80,89.0,81.0,81.0,84.0,95.0,95.0,86.0,40.0,75.0,44.0,57.0,46.0,84.0,73.0,50.0,61.0,76.0,42.0,74.0,60.0,64.0,35.0,85.0,85.0,58.0,90.0,80.0,70.0,82.0,70.0,79.0,77.0,71.0,33.0,32.0,45.0
Chris Boucher,Toronto Raptors,79,88.0,59.0,76.0,75.0,65.0,40.0,74.0,85.0,80.0,72.0,64.0,72.0,50.0,85.0,78.0,37.0,46.0,80.0,42.0,84.0,50.0,70.0,57.0,55.0,80.0,74.0,89.0,95.0,77.0,33.0,41.0,25.0,59.0,28.0,76.0,80.0
Precious Achiuwa,Toronto Raptors,78,78.0,64.0,62.0,70.0,70.0,80.0,79.0,85.0,80.0,57.0,44.0,42.0,63.0,75.0,75.0,56.0,41.0,66.0,66.0,73.0,89.0,55.0,75.0,74.0,78.0,79.0,84.0,88.0,76.0,36.0,49.0,66.0,50.0,32.0,67.0,84.0
Dennis Schroder,Toronto Raptors,77,89.0,79.0,76.0,87.0,70.0,65.0,80.0,25.0,45.0,25.0,38.0,27.0,62.0,85.0,34.0,73.0,38.0,32.0,74.0,72.0,67.0,60.0,84.0,88.0,46.0,74.0,93.0,90.0,80.0,82.0,86.0,84.0,80.0,70.0,29.0,43.0
Otto Porter Jr.,Toronto Raptors,76,88.0,85.0,81.0,83.0,75.0,70.0,75.0,45.0,70.0,65.0,67.0,58.0,57.0,84.0,63.0,73.0,83.0,25.0,76.0,66.0,64.0,45.0,68.0,67.0,60.0,73.0,93.0,70.0,79.0,70.0,77.0,66.0,70.0,33.0,47.0,52.0
Thaddeus Young,Toronto Raptors,76,93.0,60.0,57.0,60.0,60.0,30.0,79.0,70.0,70.0,70.0,70.0,70.0,30.0,80.0,82.0,70.0,89.0,42.0,78.0,82.0,70.0,80.0,72.0,63.0,80.0,83.0,78.0,85.0,85.0,69.0,65.0,50.0,82.0,50.0,68.0,62.0
Jalen McDaniels,Toronto Raptors,76,82.0,80.0,74.0,83.0,85.0,80.0,80.0,60.0,65.0,62.0,68.0,59.0,52.0,68.0,59.0,55.0,59.0,55.0,60.0,55.0,50.0,35.0,73.0,73.0,60.0,73.0,80.0,80.0,80.0,55.0,69.0,69.0,59.0,39.0,42.0,67.0
Will Barton,Toronto Raptors,74,62.0,74.0,80.0,78.0,95.0,65.0,76.0,40.0,83.0,32.0,59.0,45.0,74.0,82.0,33.0,80.0,40.0,51.0,81.0,80.0,65.0,75.0,75.0,75.0,54.0,74.0,82.0,85.0,80.0,75.0,79.0,73.0,77.0,63.0,32.0,59.0
Christian Koloko,Toronto Raptors,73,62.0,60.0,29.0,65.0,75.0,80.0,64.0,75.0,75.0,54.0,50.0,51.0,50.0,70.0,75.0,37.0,36.0,91.0,37.0,75.0,50.0,70.0,72.0,72.0,59.0,75.0,80.0,80.0,80.0,37.0,42.0,44.0,52.0,29.0,74.0,58.0
Malachi Flynn,Toronto Raptors,73,89.0,67.0,81.0,83.0,84.0,80.0,84.0,25.0,25.0,25.0,37.0,25.0,69.0,73.0,27.0,69.0,43.0,37.0,76.0,69.0,68.0,55.0,73.0,73.0,44.0,65.0,83.0,70.0,82.0,74.0,76.0,73.0,73.0,59.0,38.0,50.0
Garrett Temple,Toronto Raptors,70,82.0,55.0,74.0,79.0,70.0,40.0,70.0,25.0,30.0,37.0,55.0,46.0,40.0,85.0,46.0,78.0,56.0,60.0,76.0,77.0,74.0,70.0,57.0,57.0,44.0,69.0,85.0,79.0,82.0,75.0,75.0,57.0,74.0,40.0,39.0,54.0
Jeff Dowtin,Toronto Raptors,69,74.0,72.0,76.0,76.0,85.0,60.0,70.0,30.0,75.0,35.0,42.0,30.0,40.0,78.0,30.0,60.0,43.0,50.0,70.0,58.0,52.0,40.0,70.0,70.0,30.0,75.0,80.0,84.0,80.0,70.0,70.0,70.0,68.0,55.0,66.0,52.0
Ron Harper Jr.,Toronto Raptors,68,70.0,72.0,76.0,79.0,60.0,50.0,72.0,40.0,70.0,44.0,45.0,30.0,47.0,85.0,42.0,60.0,43.0,47.0,69.0,60.0,52.0,55.0,69.0,69.0,47.0,70.0,80.0,75.0,80.0,58.0,72.0,63.0,55.0,33.0,34.0,46.0
Lauri Markkanen,Utah Jazz,86,98.0,85.0,84.0,87.0,98.0,98.0,79.0,75.0,75.0,83.0,83.0,83.0,88.0,95.0,66.0,65.0,36.0,55.0,65.0,66.0,64.0,65.0,63.0,60.0,61.0,62.0,85.0,85.0,80.0,55.0,65.0,42.0,75.0,36.0,56.0,77.0
Walker Kessler,Utah Jazz,83,91.0,68.0,66.0,54.0,98.0,85.0,69.0,85.0,75.0,74.0,66.0,74.0,69.0,95.0,84.0,65.0,35.0,96.0,42.0,85.0,58.0,80.0,37.0,37.0,74.0,60.0,88.0,90.0,80.0,42.0,44.0,35.0,48.0,30.0,91.0,86.0
Collin Sexton,Utah Jazz,80,95.0,88.0,84.0,83.0,80.0,85.0,85.0,30.0,75.0,25.0,38.0,28.0,80.0,95.0,45.0,67.0,40.0,35.0,76.0,67.0,69.0,50.0,88.0,88.0,58.0,84.0,95.0,90.0,81.0,78.0,86.0,87.0,76.0,66.0,42.0,41.0
John Collins,Utah Jazz,80,93.0,91.0,65.0,83.0,60.0,60.0,82.0,90.0,93.0,77.0,75.0,83.0,52.0,85.0,74.0,49.0,37.0,71.0,57.0,74.0,38.0,60.0,71.0,65.0,75.0,85.0,92.0,85.0,84.0,37.0,60.0,50.0,66.0,30.0,43.0,77.0
Jordan Clarkson,Utah Jazz,80,95.0,82.0,80.0,82.0,95.0,95.0,90.0,25.0,75.0,30.0,37.0,38.0,89.0,98.0,43.0,65.0,35.0,37.0,73.0,58.0,49.0,40.0,79.0,82.0,54.0,85.0,80.0,70.0,83.0,79.0,88.0,79.0,81.0,70.0,44.0,48.0
Kelly Olynyk,Utah Jazz,79,95.0,71.0,83.0,85.0,98.0,90.0,75.0,70.0,60.0,79.0,79.0,79.0,79.0,78.0,70.0,50.0,43.0,56.0,35.0,66.0,45.0,65.0,31.0,33.0,70.0,55.0,89.0,90.0,82.0,60.0,42.0,25.0,66.0,63.0,48.0,69.0
Talen Horton-Tucker,Utah Jazz,79,85.0,73.0,72.0,78.0,98.0,95.0,87.0,30.0,80.0,52.0,60.0,57.0,88.0,95.0,44.0,74.0,46.0,61.0,78.0,70.0,70.0,50.0,70.0,70.0,69.0,73.0,85.0,85.0,80.0,84.0,82.0,68.0,84.0,78.0,39.0,62.0
Ochai Agbaji,Utah Jazz,77,85.0,72.0,83.0,76.0,95.0,85.0,73.0,65.0,80.0,52.0,52.0,52.0,68.0,78.0,57.0,80.0,33.0,45.0,80.0,79.0,75.0,75.0,88.0,88.0,64.0,85.0,90.0,90.0,80.0,62.0,75.0,78.0,62.0,31.0,45.0,42.0
Kris Dunn,Utah Jazz,76,84.0,79.0,65.0,74.0,70.0,60.0,70.0,40.0,55.0,39.0,60.0,42.0,44.0,80.0,40.0,85.0,90.0,55.0,86.0,83.0,93.0,80.0,83.0,83.0,56.0,83.0,85.0,75.0,84.0,75.0,86.0,82.0,84.0,80.0,37.0,68.0
Omer Yurtseven,Utah Jazz,75,88.0,69.0,70.0,68.0,70.0,75.0,65.0,70.0,65.0,66.0,64.0,65.0,47.0,82.0,62.0,49.0,40.0,70.0,49.0,62.0,58.0,40.0,53.0,52.0,70.0,70.0,85.0,80.0,83.0,50.0,60.0,37.0,52.0,42.0,89.0,90.0
Simone Fontecchio,Utah Jazz,74,73.0,70.0,77.0,81.0,95.0,85.0,76.0,40.0,65.0,50.0,50.0,50.0,50.0,69.0,51.0,65.0,37.0,52.0,66.0,64.0,47.0,45.0,55.0,55.0,62.0,55.0,80.0,95.0,80.0,55.0,58.0,52.0,60.0,34.0,48.0,42.0
Taylor Hendricks,Utah Jazz,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Juan Toscano-Anderson,Utah Jazz,72,87.0,65.0,70.0,65.0,95.0,70.0,68.0,40.0,88.0,30.0,44.0,58.0,50.0,69.0,67.0,67.0,42.0,53.0,69.0,68.0,60.0,60.0,68.0,69.0,62.0,70.0,85.0,95.0,83.0,69.0,68.0,64.0,62.0,38.0,46.0,70.0
Keyonte George,Utah Jazz,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luka Samanic,Utah Jazz,71,74.0,68.0,71.0,50.0,65.0,50.0,75.0,65.0,60.0,64.0,62.0,69.0,44.0,70.0,59.0,48.0,41.0,62.0,60.0,75.0,52.0,50.0,72.0,74.0,63.0,79.0,80.0,75.0,80.0,59.0,64.0,57.0,68.0,33.0,52.0,71.0
Johnny Juzang,Utah Jazz,68,70.0,73.0,77.0,84.0,50.0,35.0,71.0,35.0,75.0,55.0,59.0,64.0,44.0,85.0,50.0,58.0,37.0,37.0,63.0,52.0,50.0,50.0,70.0,70.0,55.0,72.0,85.0,75.0,80.0,59.0,72.0,66.0,62.0,28.0,36.0,51.0
Micah Potter,Utah Jazz,67,66.0,70.0,78.0,80.0,60.0,40.0,60.0,75.0,65.0,51.0,50.0,52.0,40.0,76.0,52.0,37.0,33.0,56.0,37.0,48.0,47.0,30.0,43.0,43.0,70.0,60.0,80.0,70.0,81.0,54.0,42.0,32.0,55.0,42.0,47.0,60.0
Kyle Kuzma,Washington Wizards,83,92.0,68.0,77.0,73.0,95.0,98.0,92.0,75.0,75.0,66.0,65.0,66.0,88.0,90.0,66.0,67.0,35.0,51.0,71.0,65.0,49.0,60.0,74.0,74.0,74.0,75.0,85.0,95.0,83.0,66.0,77.0,67.0,78.0,64.0,39.0,75.0
Jordan Poole,Washington Wizards,82,95.0,79.0,83.0,87.0,98.0,98.0,92.0,45.0,60.0,29.0,47.0,44.0,84.0,80.0,47.0,65.0,40.0,42.0,74.0,65.0,55.0,30.0,81.0,81.0,61.0,73.0,80.0,65.0,80.0,83.0,89.0,80.0,82.0,71.0,32.0,45.0
Tyus Jones,Washington Wizards,79,93.0,91.0,82.0,80.0,85.0,80.0,89.0,25.0,30.0,28.0,40.0,35.0,74.0,78.0,30.0,67.0,59.0,30.0,70.0,60.0,80.0,50.0,71.0,71.0,34.0,57.0,92.0,87.0,84.0,84.0,86.0,69.0,88.0,74.0,32.0,47.0
Delon Wright,Washington Wizards,78,83.0,69.0,80.0,91.0,96.0,85.0,82.0,25.0,60.0,25.0,46.0,27.0,65.0,85.0,33.0,75.0,93.0,52.0,75.0,63.0,80.0,55.0,73.0,73.0,58.0,69.0,90.0,90.0,84.0,86.0,86.0,72.0,85.0,70.0,55.0,47.0
Corey Kispert,Washington Wizards,78,95.0,82.0,86.0,88.0,85.0,90.0,73.0,40.0,60.0,38.0,39.0,39.0,45.0,85.0,54.0,70.0,36.0,32.0,74.0,69.0,67.0,65.0,76.0,76.0,60.0,69.0,84.0,80.0,80.0,66.0,71.0,66.0,69.0,31.0,34.0,47.0
Danilo Gallinari,Washington Wizards,78,85.0,78.0,82.0,93.0,70.0,65.0,76.0,45.0,75.0,66.0,72.0,74.0,70.0,76.0,69.0,56.0,35.0,40.0,68.0,70.0,62.0,65.0,60.0,60.0,66.0,66.0,85.0,80.0,75.0,66.0,76.0,60.0,60.0,36.0,36.0,69.0
Daniel Gafford,Washington Wizards,77,91.0,65.0,29.0,66.0,70.0,60.0,82.0,85.0,75.0,69.0,67.0,70.0,75.0,70.0,70.0,57.0,38.0,86.0,59.0,76.0,50.0,65.0,75.0,70.0,73.0,80.0,80.0,89.0,80.0,37.0,35.0,44.0,37.0,34.0,79.0,70.0
Deni Avdija,Washington Wizards,76,72.0,75.0,70.0,76.0,70.0,80.0,79.0,40.0,75.0,57.0,54.0,59.0,59.0,85.0,62.0,80.0,46.0,52.0,79.0,78.0,77.0,80.0,73.0,73.0,65.0,79.0,89.0,85.0,84.0,79.0,78.0,69.0,79.0,50.0,48.0,80.0
Kendrick Nunn,Washington Wizards,75,80.0,84.0,77.0,92.0,95.0,80.0,89.0,25.0,75.0,42.0,47.0,40.0,37.0,75.0,35.0,62.0,40.0,35.0,69.0,57.0,57.0,45.0,75.0,75.0,55.0,76.0,95.0,70.0,82.0,70.0,82.0,69.0,72.0,48.0,34.0,49.0
Landry Shamet,Washington Wizards,75,77.0,67.0,83.0,86.0,94.0,85.0,79.0,35.0,70.0,30.0,38.0,26.0,69.0,76.0,25.0,60.0,43.0,47.0,76.0,57.0,50.0,35.0,85.0,85.0,41.0,80.0,85.0,81.0,81.0,79.0,78.0,82.0,77.0,58.0,33.0,42.0
Mike Muscala,Washington Wizards,75,86.0,81.0,83.0,78.0,85.0,70.0,64.0,75.0,60.0,68.0,64.0,66.0,50.0,64.0,68.0,53.0,35.0,67.0,54.0,67.0,54.0,45.0,43.0,37.0,76.0,58.0,79.0,80.0,79.0,60.0,42.0,40.0,60.0,35.0,44.0,75.0
